Chassis No,Reg No,Vehicle Model,Received Date,City,Batch
MD9HAPXF4FR710156,TG13T1698,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710157,TG13T1694,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710158,TG13T1716,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710160,TG13T1719,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710162,TG13T1623,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710163,TG13T1691,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710164,TG13T1713,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710165,TG13T1729,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710166,TG13T1693,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710167,TG13T1731,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710168,TG13T1692,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710169,TG13T1705,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710171,TG13T1715,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710172,TG13T1735,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710173,TG13T1696,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710174,TG13T1697,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710175,TG13T1695,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710176,TG13T1732,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710177,TG13T1699,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710178,TG13T1734,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710179,TG13T1730,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710180,TG13T1712,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710181,TG13T1728,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710182,TG13T1658,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710183,TG13T1689,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710184,TG13T1655,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710185,TG13T1663,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710186,TG13T1652,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710187,TG13T1671,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710188,TG13T1660,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710189,TG13T1649,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710190,TG13T1674,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710191,TG13T1678,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710192,TG13T1688,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710193,TG13T1650,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710194,TG13T1659,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710195,TG13T1664,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710196,TG13T1673,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710197,TG13T1675,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710198,TG13T1662,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710199,TG13T1656,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710200,TG13T1672,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710001,TG13T1676,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710002,TG13T1661,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710004,TG13T1670,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710005,TG13T1648,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710006,TG13T1741,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710007,TG13T1721,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710008,TG13T1723,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710009,TG13T1724,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710010,TG13T1711,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710011,TG13T1739,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710012,TG13T1725,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710013,TG13T1743,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710014,TG13T1740,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710015,TG13T1720,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710016,TG13T1726,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710017,TG13T1733,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710019,TG13T6670,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710020,TG13T1777,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710021,TG13T1722,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710022,TG13T1742,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710023,TG13T1737,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710024,TG13T1738,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710025,TG13T1736,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710027,TG13T1745,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710031,TG13T1614,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710032,TG13T1586,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710033,TG13T1633,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710034,TG13T1620,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710035,TG13T1761,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710036,TG13T1613,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710038,TG13T1604,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710039,TG13T1605,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710040,TG13T1603,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710041,TG13T1625,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710042,TG13T1610,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710043,TG13T1747,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710044,TG13T1762,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710045,TG13T1590,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710046,TG13T1634,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710047,TG13T1763,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710049,TG13T1624,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710050,TG13T1646,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710051,TG13T1746,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710052,TG13T1600,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710054,TG13T1776,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710055,TG13T1630,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710056,TG13T1612,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710058,TG13T1611,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710061,TG13T1760,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710062,TG13T1764,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710063,TG13T1621,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710064,TG13T1829,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710066,TG13T1753,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710071,TG13T1632,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710073,TG13T1601,Quantum,10-Dec-24,HYD,Hyd_Batch 2_100
MD9HAPXF4GR710075,TG13T1607,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710079,TG13T1759,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710082,TG13T1627,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710086,TG13T1755,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710087,TG13T1631,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710088,TG13T1756,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710090,TG13T1749,Quantum,5-Sep-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710091,TG13T1754,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4FR710075,TG13T1607,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710065,TG13T1595,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710080,TG13T1594,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710092,TG13T1592,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710093,TG13T1593,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710094,TG13T1597,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710095,TG13T1589,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HAPXF4GR710096,TG13T1598,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710097,TG13T1587,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HAPXF4GR710098,TG13T1599,Quantum,30-Aug-24,HYD,Hyd_Batch 1_180
MD9HATXF4JR710054,TG09T3129,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710063,TG09T3114,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710002,TG09T3126,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710003,TG09T3128,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710009,TG09T3113,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710017,TG09T3115,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710020,TG09T3119,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710021,TG09T3118,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710022,TG09T3105,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710023,TG09T3122,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710025,TG09T3104,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710028,TG09T3121,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710030,TG09T3103,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710031,TG09T3120,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710032,TG09T3125,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710033,TG09T3110,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710036,TG09T3109,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710037,TG09T3108,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710047,TG09T3112,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710051,TG09T3111,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710067,TG09T3107,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710069,TG09T3106,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710070,TG09T3124,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710076,TG09T3127,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710019,TG09T3162,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710033,TG09T3161,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710046,TG09T3156,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710061,TG09T3155,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710005,TG09T3160,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710006,TG09T3158,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710007,TG09T3134,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710008,TG09T3133,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710010,TG09T3165,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710014,TG09T3157,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710018,TG09T3164,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710019,TG09T3163,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710024,TG09T3137,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710029,TG09T3136,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710034,TG09T3135,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710035,TG09T3166,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710040,TG09T3141,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710043,TG09T3140,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710059,TG09T3116,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710061,TG09T3138,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710017,TG09T3139,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710024,TG09T3167,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710040,TG09T3131,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710053,TG09T3130,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710059,TG09T3297,Quantum,18-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710029,TG09T3298,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4JR710093,TG09T3248,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710001,TG09T3250,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710015,TG09T3251,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710038,TG09T3252,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710039,TG09T3271,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710042,TG09T3256,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710044,TG09T3257,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710045,TG09T3258,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710046,TG09T3253,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710050,TG09T3259,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710053,TG09T3260,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710054,TG09T3261,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710056,TG09T3262,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710058,TG09T3263,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710064,TG09T3264,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710065,TG09T3265,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710068,TG09T3266,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710072,TG09T3267,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710073,TG09T3270,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710079,TG09T3269,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710081,TG09T3268,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710082,TG09T3254,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710083,TG09T3255,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710084,TG09T3272,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710012,TG09T3291,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710013,TG09T3292,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710016,TG09T3293,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710026,TG09T3273,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710027,TG09T3276,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710041,TG09T3290,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710048,TG09T3286,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HATXF4KR710049,TG09T3289,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710052,TG09T3277,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710055,TG09T3294,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710057,TG09T3296,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710060,TG09T3288,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710062,TG09T3295,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710063,TG09T3278,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710066,TG09T3287,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710071,TG09T3274,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710074,TG09T3279,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710075,TG09T3280,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710077,TG09T3281,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710078,TG09T3282,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710080,TG09T3283,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710003,TG09T3285,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF5HR710026,TG09T3275,Quantum,23-Aug-24,HYD,Hyd_Batch 1_180
MD9HATXF5HR710038,TG09T3284,Quantum,26-Nov-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710004,TG09T3300,Quantum,30-Aug-24,HYD,Hyd_Batch 2_100
MD9HATXF4KR710011,TG09T3299,Quantum,23-Aug-24,HYD,Hyd_Batch 2_100
MD9HATXF4LR710002,TG09T3607,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710014,TG09T3619,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710016,TG09T3757,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710034,TG09T3596,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710045,TG13ATR3506,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710047,TG09T3597,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710056,TG09T3598,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710058,TG09T3612,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710061,TG09T3615,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710065,TG09T3604,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710066,TG09T3621,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710067,TG09T3594,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710068,TG09T3623,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710070,TG09T3608,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710071,TG09T3752,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710077,TG09T3602,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710095,TG09T3601,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710100,TG09T3600,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710122,TG09T3591,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710131,TG09T3603,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710132,TG09T3617,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710139,TG09T3620,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710142,TG09T3595,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710144,TG09T3606,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710003,TG09T3755,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710004,TG09T3614,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710006,TG09T3756,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710007,TG09T3590,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710010,TG09T3754,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710011,TG09T3611,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710017,TG13ATR3595,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710022,TG09T3728,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710023,TG09T3741,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710031,TG13ATR3592,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710035,TG09T3610,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710037,TG09T3616,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710039,TG09T3599,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710042,TG09T3593,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710043,TG09T3753,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710054,TG09T3592,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710059,TG09T3605,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710060,TG09T3622,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710062,TG09T3613,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710064,"TG13ATR3578	",Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710075,TG09T4978,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710083,TG13ATR3586,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710092,TG13ATR3585,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710121,TG09T3751,Quantum,20-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710005,KA01AQ9640,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710008,KA01AQ9646,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710009,KA01AQ9645,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710013,KA01AQ9643,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710020,KA01AQ9647,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710021,KA01AQ9648,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710024,KA01AQ9641,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710025,KA01AQ9642,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710030,KA01AQ9644,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710032,KA01AQ9653,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710033,KA01AQ9659,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710038,KA01AQ9652,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710040,KA01AQ9654,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
